,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-31,2024-09-30,$0.20,$0.21
1,2024-08-01,2024-06-30,$0.27,$0.30
2,2024-05-02,2024-03-31,$0.18,$0.18
3,2024-02-22,2023-12-31,$0.16,$0.17
4,2023-11-01,2023-09-30,$0.16,$0.19
5,2023-08-02,2023-06-30,$0.29,$0.27
6,2023-05-03,2023-03-31,$0.20,$0.24
7,2023-02-22,2022-12-31,$0.23,$0.22
8,2022-10-26,2022-09-30,$0.25,$0.29
9,2022-07-27,2022-06-30,$0.29,$0.33
10,2022-04-27,2022-03-31,$0.21,$0.27
11,2022-02-16,2021-12-31,$0.16,$0.18
12,2021-10-27,2021-09-30,$0.22,$0.25
13,2021-07-28,2021-06-30,$0.16,$0.25
14,2021-04-28,2021-03-31,$0.06,$0.19
15,2021-03-10,2020-12-31,$0.05,$0.00
