,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,--,$0.23
1,2024-08-08,2024-06-30,--,$0.09
2,2024-05-14,2024-03-31,--,$0.09
3,2024-03-21,2023-12-31,--,$0.18
4,2023-11-09,2023-09-30,--,$0.46
5,2023-08-11,2023-06-30,--,$0.05
6,2023-05-12,2023-03-31,--,$0.07
7,2023-03-29,2022-12-31,--,$0.13
8,2022-11-10,2022-09-30,--,$0.37
9,2022-08-15,2022-06-30,--,$0.30
10,2022-05-16,2022-03-31,--,$0.22
11,2021-11-15,2021-09-30,--,$0.34
12,2021-08-16,2021-06-30,--,$1.29
13,2021-05-14,2021-03-31,--,$0.03
14,2021-03-31,2020-12-31,--,$0.05
15,2020-11-16,2020-09-30,--,$0.05
16,2020-08-17,2020-06-30,--,$0.14
17,2020-05-29,2020-03-31,--,$0.00
18,2019-11-14,2019-09-30,--,$-0.07
19,2019-08-19,2019-06-30,--,$-0.01
20,2019-05-15,2019-03-31,--,$0.02
21,2019-03-29,2018-12-31,--,$-0.23
22,2018-11-09,2018-09-30,--,$-0.16
23,2018-08-14,2018-06-30,--,$-0.21
24,2018-05-16,2018-03-31,--,$-0.05
25,2018-04-23,2017-12-31,--,$-0.98
26,2017-11-16,2017-09-30,--,$-0.45
27,2017-08-14,2017-06-30,--,$0.11
28,2017-05-15,2017-03-31,--,$0.08
29,2017-04-17,2016-12-31,--,$-0.84
30,2016-11-14,2016-09-30,--,$-0.34
31,2016-08-15,2016-06-30,--,$-0.60
32,2016-05-16,2016-03-31,--,$-0.55
33,2016-04-01,2015-12-31,--,$0.33
34,2015-11-16,2015-09-30,--,$-0.33
35,2015-08-14,2015-06-30,--,$-0.28
36,2015-05-15,2015-03-31,--,$-0.28
37,2015-04-01,2014-12-31,--,$0.00
