,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$-0.17,$-0.12
1,2024-08-12,2024-06-30,$-0.15,$-0.17
2,2024-05-13,2024-03-31,$-0.26,$-0.53
3,2024-03-21,2023-12-31,--,$-0.12
4,2023-11-07,2023-09-30,$-0.16,$0.80
5,2023-08-08,2023-06-30,$-0.34,$-0.46
6,2023-05-22,2023-03-31,$-0.44,$-0.57
7,2023-03-29,2022-12-31,$-0.37,$-0.60
8,2022-11-10,2022-09-30,$-0.34,$-0.57
9,2022-08-09,2022-06-30,$-0.25,$-0.43
10,2022-05-10,2022-03-31,$-0.18,$-0.08
11,2022-03-23,2021-12-31,$-0.29,$-1.64
12,2021-12-10,2021-09-30,$-0.87,$0.32
13,2021-11-20,2021-06-30,--,$-0.11
