Date,Adj Close,Close,High,Low,Open,Volume,Volatility 20,Volatility 60,Range,TR,ATR,MACD,Signal Line,Change,RSI,RMI,MFI,CCI,ADX,OBOS,MVP,M past 60,MV past 60,MP past 60,MVP past 60,MVP Rating,VCP,Pivot breakout,Volume shrinking,FTD,DD,Multiple FTDs,Multiple DDs,SMA 5,EMA 5,Volume SMA 5,SMA 20,EMA 20,Volume SMA 20,SMA 50,EMA 50,Volume SMA 50,SMA 200,EMA 200,Volume SMA 200,MFI Mean,MFI SD,MFI Z-Score,RSI Mean,RSI SD,RSI Z-Score
2020-07-06,242.77633666992188,244.8000030517578,245.0,236.0,237.0,5452223,,,9.0,9.399993896484403,6.424213285681059,0.8606216085994731,-0.07193625871700422,9.199996948242216,,,,,,,,,,,,,False,True,True,False,False,False,False,235.56000366210938,237.60982555328746,4143319.6,,234.48731304909094,,,234.06928322498305,,,233.99480822664793,,,,,,,
2020-07-07,239.99948120117188,242.0,248.6000061035156,240.1999969482422,248.3999938964844,4434131,,,8.400009155273409,8.400009155273409,6.687652734960039,1.3428069308057502,0.21101237918754667,-2.8000030517578125,,,,,,,,,,,,,False,True,True,False,False,False,False,238.0000030517578,239.07321703552498,4205084.4,,235.2028070444156,,,234.38029172596413,,,234.07446187613402,,,,,,,
2020-07-08,245.55320739746097,247.6000061035156,247.6000061035156,236.6000061035156,237.0,4511655,,,11.0,11.0,7.262632370298701,2.1520089444294968,0.5992116922359367,5.600006103515597,,,,,,,,,,,,,False,True,True,False,False,False,False,241.16000366210938,241.91548005818854,4672374.2,,236.3834926690918,,,234.8987118976328,,,234.20904440575973,,,,,,,
2020-07-09,263.80108642578125,266.0,271.6000061035156,252.0,252.6000061035156,11022464,,,19.600006103515625,24.00000000000003,9.494281387592212,4.2292805885046505,1.3252254714896796,18.399993896484403,,,83.20971350618437,,,100.0,,,,,,,False,True,False,False,False,False,False,247.20000305175782,249.9436533721257,5952851.2,,239.20411241489256,,,236.1183702545884,,,234.52537232212035,,,,,,,
2020-07-10,258.24737548828125,260.3999938964844,266.0,257.0,264.0,5766817,,,9.0,9.0,9.428377202579917,5.361851553941165,2.1325506879799767,-5.600006103515625,70.1219446952685,,76.61790797216615,,,85.26314183285362,,,,,,,False,True,False,False,False,False,False,252.16000061035157,253.4291002135786,6237458.0,,241.2227677940918,,,237.0705907895647,,,234.7828312432583,,,,,,,
2020-07-13,253.4870758056641,255.6000061035156,259.0,252.1999969482422,256.79998779296875,5257759,,,6.8000030517578125,8.199996948242188,9.26459316866822,5.8051847478903085,2.867077499962043,-4.799987792968778,65.7142857142857,,68.83804456551886,,,72.63159500925157,,,,,,,False,True,False,False,False,False,False,254.32000122070312,254.1527355102243,6198565.2,,242.5920285854655,,,237.7972345273667,,,234.98996731151956,,,,,,,
2020-07-14,239.8011474609375,241.8000030517578,244.3999938964844,238.6000061035156,243.1999969482422,9143476,,,5.799987792968807,17.0,10.295980746179124,4.985514673517741,3.2907649346731827,-13.800003051757784,58.82353170735514,,68.03494951740439,,,33.14917406528318,,,,,,,False,False,False,False,False,False,False,254.28000183105468,250.0351580240688,7140434.2,,242.51659758225526,,,237.9542058420487,,,235.0577288611737,,,,,,,
2020-07-15,239.2061004638672,241.1999969482422,243.3999938964844,239.0,242.1999969482422,3617890,,,4.399993896484403,4.399993896484403,9.509849166219828,4.238644303019299,3.4803408083424063,-0.600006103515625,57.29166439010046,,62.47996498850312,,,31.491698501477195,,,,,,,False,False,False,False,False,False,False,253.0,247.0901043321266,6961681.2,,242.3912070456826,,,238.08149176778178,,,235.11884595656744,,,,,,,
2020-07-16,233.0573577880859,235.0,244.0,233.0,243.8000030517578,5553074,,,11.0,11.0,9.708535944057184,3.110599164415504,3.406392479557026,-6.1999969482421875,50.12787529159021,,54.31663651264465,,,14.364633664685131,,,,,,,False,False,False,False,False,False,False,246.8,243.06006955475107,5867803.2,,241.6872825651414,,,237.96064895335897,,,235.11766340973594,,,,,,,
2020-07-17,238.6110687255859,240.6000061035156,244.1999969482422,238.8000030517578,239.0,3488903,,,5.399993896484375,9.199996948242188,9.640730744615185,2.6380788257395125,3.2527297487935236,5.600006103515597,53.71703396928699,,54.577426686593306,9.392741766538236,,29.834265089025692,,,,,,,False,False,True,False,False,False,False,242.84000244140626,242.24004840433926,5412220.4,240.1400016784668,241.58373242593893,6793180.15,,238.0641531553259,,,235.1722140833059,,,,,,,
2020-07-20,239.8011474609375,241.8000030517578,243.6000061035156,238.0,242.1999969482422,2322904,0.027571681131963965,,5.600006103515597,5.600006103515597,9.10196745913524,2.3335332591068436,3.0688904508561876,1.199996948242216,57.49999999999999,,55.77947696972081,6.584334704554627,,29.2397686910144,,,,,,,False,False,True,False,False,False,False,240.0800018310547,242.09336662014545,4825249.4,240.53000183105468,241.60432962839786,5419862.2,,238.21065707283304,,,235.23816223224574,,,,,,,
2020-07-21,252.09861755371097,254.1999969482422,254.1999969482422,248.1999969482422,251.1999969482422,4671746,0.029663469320006984,,6.0,12.399993896484375,9.541704317448458,3.0575095133551144,3.066614263355973,12.399993896484375,62.389377991625885,,57.40913003611374,73.30498940303482,,61.9354740265877,,,,,,,False,True,True,False,False,False,False,242.56000061035155,246.12891006284437,3930903.4,241.56000137329102,242.80391699219257,5274036.25,,238.8376900091236,,,235.42683720454423,,,,,,,
2020-07-22,240.1978302001953,242.1999969482422,248.1999969482422,242.0,244.3999938964844,8166401,0.03125556289744767,,6.1999969482421875,12.199996948242188,9.896143334887622,2.632619005847573,2.979815211854293,-12.0,53.2520296206609,61.36606075262317,49.06682133153486,15.706493742898049,,23.225796607232862,,,,,,,False,False,True,False,False,False,False,242.76000061035157,244.81927235797698,4840605.6,242.27000122070314,242.74640079753064,5246508.9,,238.9695451832067,,,235.49423182885965,,,,,,,
2020-07-23,239.6027984619141,241.6000061035156,243.8000030517578,238.6000061035156,241.3999938964844,4145525,0.03125665050012185,,5.199996948242216,5.199996948242216,9.269990483334901,2.2218637088666355,2.8282249112567617,-0.5999908447265909,53.03643762212438,62.63616559544855,43.801934696341796,-8.116470503326612,,21.290342269405148,,,,,,,False,False,True,False,False,False,False,244.0800018310547,243.74618360648986,4559095.8,242.8500015258789,242.63722035048158,5163737.65,,239.0727005134149,,,235.55498580174182,,,,,,,
2020-07-24,232.8590087890625,234.8000030517578,238.6000061035156,231.8000030517578,235.0,7106385,0.03169401177529735,,6.800003051757784,9.800003051757784,9.340658825791285,1.332276110705834,2.5290351511465765,-6.800003051757784,44.81327767990415,56.39246941606692,36.27733413085405,-54.06503631614839,,0.0,,,,,,,False,False,False,False,False,False,False,242.9200012207031,240.7641234215792,5282592.2,242.8500015258789,241.8908187029841,5153678.9,,238.90514375021266,,,235.54747353557283,,,,,,,
2020-07-27,234.8424835205078,236.8000030517578,239.0,234.1999969482422,236.0,2997808,0.031739449762519065,,4.8000030517578125,4.8000030517578125,8.735238055920156,0.7796672960703859,2.1791615801313386,2.0,47.28033606368853,53.48606005322186,35.04743434275399,-43.58562232105845,,6.410257037261282,,,,,,,False,False,True,False,False,False,False,241.9200012207031,239.44274996497208,5417573.0,242.9700019836426,241.405979117153,5146176.8,,238.82258921301835,,,235.55993651583339,,,,,,,
2020-07-28,241.38790893554688,243.3999938964844,245.0,241.1999969482422,242.0,3109197,0.031892840859056304,,3.8000030517578125,8.199996948242188,8.663872574896427,0.8643215708376886,1.9161935782726087,6.599990844726591,47.82608008876009,53.95256988511577,33.86143220179089,-0.5424744928875349,,27.564075916395613,,,,,,,False,False,False,False,False,False,False,239.76000061035157,240.7618312754762,5105063.2,243.6500015258789,241.59588528661314,5095371.3,,239.00209527903664,,,235.6379470370339,,,,,,,
2020-07-29,237.8176727294922,239.8000030517578,240.0,238.1999969482422,239.1999969482422,2066347,0.03211749762111946,,1.8000030517578125,5.199996948242216,8.202022491342532,0.6336175697701947,1.659678376572126,-3.599990844726591,33.98532656151282,55.87084253912268,21.182428571451666,-35.53035466125267,,19.531256984921807,,,,,,,False,False,True,False,False,False,False,239.28000183105468,240.44122186757008,3885052.4,244.0500015258789,241.42484888329358,5089928.35,,239.03338577992767,,,235.67936052971774,,,,,,,
2020-07-30,238.80941772460935,240.8000030517578,242.8000030517578,239.8000030517578,241.6000061035156,1537150,0.031927012087286176,,3.0,3.0,7.508419492496862,0.5254179385090936,1.4328262889595196,1.0,37.30569989150839,56.42511998239121,25.17184077176161,-24.43040150325457,,28.846149613872036,,,,,,,False,False,True,False,False,False,False,239.12000122070313,240.56081559563268,3363377.4,244.3000015258789,241.36533975648064,4935781.9,,239.1026648886269,,,235.73031219660373,,,,,,,
2020-07-31,238.80941772460935,240.8000030517578,244.0,238.8000030517578,243.1999969482422,1722539,0.03192425061775678,,5.1999969482421875,5.1999969482421875,7.200629819929572,0.4346584788200971,1.2331927269316352,0.0,39.779000401491764,54.46516244512956,29.68298733897342,-26.977588311886837,,30.927844781885767,,,,,,,False,False,True,False,False,False,False,240.32000122070312,240.6405447476744,2286608.2,244.56000137329102,241.31149816555464,4804719.7,,239.169227169534,,,235.78075688172964,,,,,,,
2020-08-03,245.156494140625,247.1999969482422,247.3999938964844,245.0,245.0,3302847,0.03126876955533179,,2.3999938964844034,6.599990844726591,7.120544623235841,0.8691380907056043,1.1603817996864292,6.399993896484375,54.15384340906861,53.17860618538542,39.13447775737582,17.352003054147367,,63.91751442113327,,,,,,,False,True,True,False,False,False,False,242.4,242.82702881453034,2347616.0,244.68000106811525,241.87230757342965,4697250.9,,239.48415931771865,,,235.89438116099845,,,,,,,
2020-08-04,249.9168243408203,252.0,252.0,248.0,250.0,3337203,0.03138643701797105,,4.0,4.8000030517578125,6.811139080372104,1.5825438637965021,1.2448142125084438,4.8000030517578125,57.80347419863203,54.33070777449816,45.69843047487381,49.45146667712706,,88.65980597735721,,,,,,,False,True,True,False,False,False,False,244.12000122070313,245.8846858763536,2393217.2,245.18000106811525,242.8368497092935,4642404.5,,239.97497659937676,,,236.05463607481937,,,,,,,
2020-08-05,250.90855407714844,253.0,253.0,249.1999969482422,251.6000061035156,1656440,0.031013130835912506,,3.8000030517578125,3.8000030517578125,6.409654276556866,2.2032174026706173,1.4364948505408786,1.0,64.06250670552572,54.3756129961715,52.570723579604476,54.24418291754663,,93.81444677433817,,,,,,,False,True,True,False,False,False,False,246.76000061035157,248.2564572509024,2311235.8,245.45000076293945,243.80476878459888,4499643.75,,240.48576183077375,,,236.2232466611396,,,,,,,
2020-08-06,251.90028381347656,254.0,254.8000030517578,250.3999938964844,253.6000061035156,1840278,0.0258902152384708,,4.400009155273409,4.400009155273409,6.141701593719072,2.7441642789660534,1.6980287362259137,1.0,61.27946309579958,50.89946957525653,51.04502143737365,79.04569823379327,,98.96908757131912,,,,,,,False,True,True,False,False,False,False,249.4,250.1709715006016,2371861.4,244.85000076293946,244.77574318606565,4040534.45,,241.01573195505713,,,236.4001297789392,,,,,,,
2020-08-07,244.3631134033203,246.3999938964844,250.8000030517578,241.1999969482422,250.8000030517578,4084993,0.026306575910509496,,9.600006103515625,12.800003051757812,7.029475121457572,2.5304422361368495,1.864511436208101,-7.600006103515597,53.495435231631085,44.15436668213909,49.1707322182553,24.003650229740227,,59.79378605283333,,,,,,,False,True,False,False,False,False,False,250.5199981689453,248.9139789658959,2844352.2,244.15000076293944,244.93043372991505,3956443.25,,241.22687948217194,,,236.49963091443718,,,,,,,
2020-08-10,238.4127197265625,240.3999938964844,243.3999938964844,239.0,241.8000030517578,2688482,0.026528396520379256,,4.399993896484403,7.399993896484403,7.078877624794483,1.8555267639927422,1.8627145017650293,-6.0,38.38383163744079,38.6061886219707,41.26067002132131,-30.11094521664074,,29.16662361886097,,,,,,,False,False,False,False,False,False,False,249.15999755859374,246.07598394275874,2721479.2,243.3900001525879,244.49896326958833,3827979.4,,241.19445259645872,,,236.5384404963481,,,,,,,
2020-08-11,240.39617919921875,242.3999938964844,244.0,240.3999938964844,240.3999938964844,2721861,0.023698779362538232,,3.6000061035155966,3.6000061035155966,6.615028088623965,1.4651453910707914,1.783200679626182,2.0,50.20242614851011,41.498208361981405,53.04968420820144,-13.524931575103826,,39.58329194121247,,,,,,,False,False,False,False,False,False,False,247.23999633789063,244.85065392733398,2598410.8,243.4199996948242,244.2990614245308,3506898.65,,241.2417287258715,,,236.59676441077733,,,,,,,
2020-08-12,239.00775146484375,241.0,241.6000061035156,236.8000030517578,239.0,3717897,0.023731217005326526,,4.800003051757784,5.599990844726591,6.479689789437648,1.0309138007021943,1.6327433038413846,-1.3999938964844034,49.40238414106667,45.20724681966838,53.61861756554866,-43.870161105105815,,32.291655904715206,,,,,,,False,False,False,False,False,False,False,244.83999633789062,243.56710261822266,3010702.2,243.4099998474121,243.98486509838503,3511899.0,,241.23224916799418,,,236.64057770022234,,,,,,,
2020-08-13,242.3796539306641,244.3999938964844,245.6000061035156,243.0,244.3999938964844,1825042,0.023103065638972763,,2.6000061035155966,4.600006103515597,6.229065297981375,0.9501801441420241,1.4962306719015126,3.3999938964844034,60.256406494379206,53.5558747574151,65.96489667475754,9.613462471805619,,44.18600112311821,,,,,,,False,False,False,False,False,False,False,242.9199951171875,243.84473304430992,3007655.0,243.87999954223633,244.02440117439448,3325497.4,,241.3564744514644,,,236.7177858215782,,,,,,,
2020-08-14,240.9912109375,243.0,244.3999938964844,242.3999938964844,244.3999938964844,1421558,0.022587369357034443,,2.0,2.0,5.6651899249171915,0.764418590774028,1.3498682556760158,-1.3999938964844034,56.7099582827046,54.22740294568106,60.4830049246824,-5.829748084188971,,22.53519461944894,,,,,,,False,False,True,False,False,False,False,242.23999633789063,243.5631553628733,2474968.0,243.99999923706054,243.92683915778548,3222130.15,,241.42092643375992,,,236.78029541539334,,,,,,,
2020-08-17,240.5945281982422,242.6000061035156,246.6000061035156,238.0,241.6000061035156,4163589,0.02257039524073957,,8.600006103515597,8.600006103515597,6.056498748730313,0.5782592442188559,1.1955464533845839,-0.3999938964844034,49.0000144958606,54.55860850409399,50.17339182497666,-18.246482290086803,17.524095550452188,19.718335588124162,,,,,,,False,False,False,False,False,False,False,242.67999877929688,243.24210560975408,2769989.4,244.03999938964844,243.80047410499787,3314164.4,,241.46716485218172,,,236.8382029844294,,,,,,,
2020-08-18,263.4043884277344,265.6000061035156,266.0,255.8000030517578,256.0,17077458,0.02893482058866847,,10.199996948242188,23.399993896484403,8.368964768430859,2.2605758901460717,1.4085523407368814,23.00000000000003,71.71718209624494,55.206850217660886,69.54938415410635,193.0355888497946,15.671705720122386,100.0,,,,,,,False,True,False,False,False,False,False,247.32000122070312,250.6947391076746,5641108.8,244.6099998474121,245.87662000961862,3934450.0,,242.41355078360658,,,237.1243900801417,,,,,,,
2020-08-19,275.701904296875,278.0,279.6000061035156,268.3999938964844,268.3999938964844,7451163,0.028034268948853004,,11.20001220703125,14.0,9.11976946597341,4.542041996046265,2.035250271798758,12.399993896484375,76.27119447700585,63.82488991653283,73.08227652819808,210.0361466967577,14.05328844385204,100.0,,,,,,,False,True,False,False,False,False,False,254.72000122070312,259.79649273844973,6387762.0,246.4,248.93598953251208,3898688.1,,243.80909781170044,,,237.53111256690647,,,,,,,
2020-08-20,277.48699951171875,279.79998779296875,280.0,274.0,279.3999938964844,4811896,0.027941627863877015,,6.0,6.0,8.703800203843622,6.421343048301225,2.9124688270992514,1.79998779296875,76.85950830101694,70.27540451011022,74.69265751059307,172.21561073543864,13.766076974722273,100.0,,,,,,,False,True,False,False,False,False,False,261.8,266.46432442328944,6985132.8,248.30999908447265,251.87541793826986,3932006.65,,245.22050526194627,,,237.95169839005138,,,,,,,
2020-08-21,285.2225036621094,287.6000061035156,291.0,285.6000061035156,286.6000061035156,6479102,0.026946688117990374,,5.399993896484375,11.20001220703125,9.036628470935305,8.44277589694002,4.018530241067405,7.800018310546875,77.29730911199393,79.73733552605682,76.31015051924598,174.74786696708895,14.537732800672154,100.0,,,,,,,False,True,False,False,False,False,False,270.7200012207031,273.50955165003154,7996641.6,250.94999923706055,255.27775966829327,3900642.5,,246.8824464714196,,,238.44571140212565,,,,,,,
2020-08-24,296.5282897949219,299.0,300.6000061035156,289.79998779296875,290.0,6424380,0.027712223744810804,,10.800018310546875,13.0,9.565078008143931,10.839706833947105,5.382765559643345,11.399993896484375,79.15633637499522,83.47901876377661,77.75354750719448,166.04946855425771,15.561006938021668,100.0,,,,,,,False,True,False,False,False,False,False,282.0,282.00636776668773,8448799.8,254.05999908447265,259.44178255702724,4071971.1,,248.9262720999914,,,239.04824163693038,,,,,,,
2020-08-25,295.53656005859375,298.0,306.0,294.3999938964844,299.0,7810400,0.027655183187167278,,11.600006103515625,11.600006103515625,9.83640175419349,12.514342675374849,6.809080982789646,-1.0,77.91564121010181,84.5840125734407,79.95162313119111,144.72554648318098,16.12341742400529,98.29351553610162,,,,,,,False,True,False,False,False,False,False,288.47999877929686,287.3375785111252,6595388.2,256.7899993896484,263.11399374207224,4307031.25,,250.8507320176388,,,239.63482629725945,,,,,,,
2020-08-26,313.1893615722656,315.79998779296875,321.6000061035156,306.79998779296875,310.79998779296875,9122156,0.029050366101226757,,14.800018310546875,23.600006103515625,11.671549000769776,15.103707757694679,8.468006337770653,17.79998779296875,81.72485165756879,85.91654101663788,82.15788089657812,155.94779303039502,17.256536020616263,100.0,,,,,,,False,True,False,False,False,False,False,296.0399963378906,296.8250482717397,6929586.8,260.58999862670896,268.1317074612052,4659821.7,,253.39776165588702,,,240.39268860069936,,,,,,,
2020-08-27,313.9828186035156,316.6000061035156,322.6000061035156,307.3999938964844,315.0,7458833,0.029082540299277284,,15.20001220703125,15.20001220703125,12.14201076160464,17.024109693029402,10.179227008822403,0.800018310546875,88.74173903084761,86.59574359866745,87.52720230996309,132.78970492334486,18.333111489632273,100.0,,,,,,,False,True,False,False,False,False,False,303.4,303.4167008823317,7458974.2,264.3799987792969,272.74773590333,4955905.85,,255.8762810459901,,,241.15097036689656,,,,,,,
2020-08-28,305.8505554199219,308.3999938964844,312.0,307.0,309.0,6864653,0.030297810273892112,,5.0,9.600006103515625,11.803076807192772,17.68055912792414,11.67949343264275,-8.20001220703125,86.63793585388385,87.85368811719972,82.29840792939898,102.54653193924986,19.154028508255088,89.15342388226351,,,,,,,False,True,True,False,False,False,False,307.55999755859375,305.077798553716,7536084.4,267.7599983215332,276.14318904553517,5213011.55,251.48400024414062,257.93603449110753,5559396.72,,241.8201148796288,,,,,,,
2020-08-31,308.03240966796875,310.6000061035156,317.3999938964844,310.0,310.0,3569552,0.030146422421816022,,7.399993896484375,9.0,11.429333232900403,18.16888305920969,12.97737135795614,2.20001220703125,86.66667322958662,85.95271377519062,82.6199995979363,98.23317475052923,19.26596865502318,92.06349270424069,,,,,,,False,True,True,False,False,False,False,309.8799987792969,306.91853440364923,6965118.8,270.92999877929685,279.42479067010476,5226346.8,253.01600036621093,260.00128827982945,5035002.5,,242.50449190673214,,,,,,,
2020-09-01,306.64398193359375,309.20001220703125,312.0,305.0,306.3999938964844,4629256,0.030306636936711078,,7.0,7.0,10.838755468513682,18.232739810677288,14.02844504850037,-1.399993896484375,86.66667322958665,83.15715650141652,80.88981436682052,80.05870208742022,19.66578344253255,90.00000824799409,,,,,,,False,True,True,False,False,False,False,312.1200012207031,307.6790270047766,6328890.0,273.7899993896484,282.2605260545739,5290949.45,254.52800048828124,261.9306500024648,4975822.32,,243.16812892464557,,,,,,,
2020-09-02,329.2555236816406,332.0,337.20001220703125,322.20001220703125,326.0,8081230,0.03335307191699516,,15.0,28.0,13.126921406045192,19.89379196342378,15.201514431485053,22.79998779296875,88.96797636136503,83.80759204365793,82.41366788700327,112.03205980874704,20.025143499174032,100.0,,,,,,,False,True,True,True,False,False,False,315.36000366210936,315.7860180031844,6120704.8,277.73999938964846,286.99761881128114,5612188.95,256.6080004882813,264.678467649427,4963107.96,,244.05202813932573,,,,,,,
2020-09-03,320.5282287597656,323.20001220703125,328.20001220703125,320.20001220703125,323.0,6026765,0.03452014896141337,,8.0,11.79998779296875,12.949996924301667,20.26648289205184,16.21450812359841,-8.79998779296875,83.47246259558395,84.11960538439578,77.92760340744786,87.67765986884221,19.55731715622583,90.15661253494245,,,,,,,False,True,True,False,False,False,False,316.6800048828125,318.2573494044667,5834291.2,281.2,290.44546580135255,5821513.3,258.47200073242186,266.97343018109774,4967624.26,,244.83957026935266,,,,,,,
2020-09-04,305.2555236816406,307.79998779296875,309.6000061035156,300.0,305.0,10782370,0.03587237435877226,,9.600006103515625,23.20001220703125,14.31666562866561,19.099028163307537,16.791412131540238,-15.4000244140625,74.18396618435469,85.30997189565663,72.31948272923644,45.76012563498048,19.104797522783446,63.554195133273126,,,,,,,False,False,False,False,True,False,False,316.56000366210935,314.7715622006341,6617834.6,284.2699996948242,292.09827741960174,6156382.15,259.93200042724607,268.57447165607306,5037120.46,,245.46604208550806,,,,,,,
2020-09-07,303.2720642089844,305.79998779296875,314.0,302.3999938964844,306.79998779296875,4106816,0.035140590179502294,,11.600006103515625,11.600006103515625,13.954444358645613,17.807158752886153,16.99456145580942,-2.0,67.66255501811612,81.57216246519089,69.20022492754725,43.87959165690105,18.916022907921768,51.48145887586806,,,,,,,False,False,True,False,False,False,False,315.6,311.781037398079,6725287.4,287.5399993896484,293.40320221706526,6227298.85,261.3600003051758,270.03429581830426,5056299.78,,246.06637985374152,,,,,,,
2020-09-08,302.47869873046875,305.0,310.20001220703125,296.3999938964844,310.0,3356261,0.03529665218977864,,13.800018310546875,13.800018310546875,13.933854218899116,16.52826308029205,16.901301780705946,-0.79998779296875,63.209391768615866,79.87381319604981,64.34345735145973,31.333230021828125,19.391118615781284,48.27587416471303,,,,,,,False,False,True,False,False,False,False,314.75999755859374,309.52069159871934,6470688.4,290.66999969482424,294.5076591487733,6259018.85,262.86400024414064,271.40549990386097,5040918.86,,246.65278403430133,,,,,,,
2020-09-09,293.1564025878906,295.6000061035156,297.79998779296875,291.79998779296875,293.20001220703125,4512619,0.0363924640260254,,6.0,13.20001220703125,13.836008617316734,14.588065953835837,16.438654615331924,-9.399993896484375,57.19490695614447,78.19641688969725,59.500191521255225,5.508126091425203,19.663199507274253,18.01802049489346,,,,,,,False,False,True,False,False,False,False,307.47999877929686,304.88046310031814,5756966.2,293.4,294.6116921920821,6298754.95,264.14000030517576,272.3543040685533,5087667.12,,247.13982106981592,,,,,,,
2020-09-10,292.56134033203125,295.0,304.79998779296875,294.0,298.3999938964844,2748950,0.03649578241242768,,10.79998779296875,10.79998779296875,13.431205840737004,12.853858989479079,15.721695490161355,-0.600006103515625,53.606234627811986,75.3781027242338,57.8987169900916,6.597879905701942,19.86698594050153,0.0,,,,,,,False,False,True,False,False,False,False,301.8399963378906,301.5869754002121,5101403.2,295.9300003051758,294.64867388807426,6344950.35,265.3240002441406,273.2423705756689,5050244.54,,247.6160417556884,,,,,,,
2020-09-11,292.56134033203125,295.0,296.3999938964844,289.0,291.79998779296875,3923159,0.03638760093164275,,7.399993896484375,7.399993896484375,12.627044248169987,11.348667105843617,14.847089813297808,0.0,47.80701783738817,73.11764885397518,52.192555750655416,-14.54266701841874,20.151088058577976,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,299.2799987792969,299.39131693347474,3729561.0,298.5300003051758,294.6821335177815,6470030.4,266.51200012207033,274.0956109452505,5041832.06,,248.0875239272736,,,,,,,
