Ticker,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
VST,100.0,4564640.0,6512915.0,98.0,92.0
NVDA,99.80119284294234,314929580.0,372123800.0,1.0,1.0
GDDY,99.60238568588468,950740.0,1248990.0,340.0,353.0
NRG,99.40357852882704,2298560.0,3021120.0,182.0,185.0
SMCI,99.20477137176938,6023880.0,7651470.0,71.0,71.0
FICO,98.9065606361829,107380.0,170095.0,500.0,500.0
KKR,98.9065606361829,2130260.0,3773225.0,199.0,156.0
HWM,98.60834990059642,1451300.0,2941665.0,262.0,190.0
AVGO,98.31013916500993,20962680.0,26076265.0,13.0,15.0
GE,98.31013916500993,3647060.0,4471290.0,134.0,133.0
ANET,98.01192842942345,1151640.0,2063110.0,308.0,249.0
AXON,97.61431411530815,421700.0,765825.0,454.0,431.0
IRM,97.61431411530815,1364160.0,2052180.0,274.0,251.0
PGR,97.61431411530815,1544760.0,2132325.0,254.0,241.0
CEG,97.11729622266402,2227760.0,3649750.0,187.0,162.0
MPWR,97.11729622266402,448480.0,630185.0,451.0,453.0
UHS,96.71968190854871,543840.0,725200.0,431.0,440.0
META,96.71968190854871,11652860.0,16396600.0,31.0,27.0
CRWD,96.3220675944334,4452560.0,7911745.0,103.0,63.0
DECK,96.3220675944334,210220.0,300750.0,491.0,491.0
TT,96.02385685884693,782760.0,1181315.0,373.0,358.0
GRMN,95.72564612326043,637940.0,831410.0,406.0,419.0
NTAP,95.72564612326043,1267720.0,1526730.0,285.0,311.0
LLY,95.32803180914513,3039380.0,3865390.0,148.0,151.0
TRGP,95.32803180914513,1173960.0,1848620.0,305.0,276.0
ALL,95.02982107355865,1650660.0,1573520.0,242.0,307.0
PHM,94.83101391650099,1857040.0,1868675.0,218.0,273.0
ISRG,94.63220675944333,1008420.0,1357570.0,327.0,338.0
URI,94.43339960238568,259580.0,454975.0,482.0,472.0
KLAC,94.03578528827038,776140.0,1091010.0,378.0,373.0
UBER,94.03578528827038,11197300.0,18478535.0,34.0,22.0
FITB,94.03578528827038,3270740.0,4045205.0,143.0,144.0
COST,93.43936381709742,1326720.0,1781740.0,278.0,285.0
DHI,93.43936381709742,2385500.0,2358935.0,171.0,228.0
LDOS,93.43936381709742,528040.0,893745.0,436.0,405.0
MHK,93.04174950298211,518280.0,719075.0,437.0,442.0
CTAS,92.74353876739563,371800.0,366915.0,462.0,483.0
NFLX,92.74353876739563,3029160.0,3197180.0,149.0,175.0
CFG,92.2465208747515,3593960.0,4898050.0,135.0,124.0
KEY,92.2465208747515,14652000.0,17020400.0,21.0,25.0
RCL,92.2465208747515,1808660.0,2945195.0,224.0,188.0
HIG,91.25248508946322,1006500.0,1377985.0,328.0,334.0
MU,91.25248508946322,17777580.0,23611955.0,17.0,16.0
LEN,91.25248508946322,1684180.0,1858770.0,240.0,274.0
STX,91.25248508946322,1548660.0,2378000.0,252.0,226.0
GS,91.25248508946322,1352520.0,2213345.0,275.0,238.0
AXP,91.25248508946322,2132860.0,2686720.0,198.0,206.0
BSX,91.25248508946322,3708580.0,5078115.0,132.0,119.0
APH,90.15904572564612,4309000.0,7136055.0,111.0,78.0
MMM,90.15904572564612,2723720.0,4215960.0,161.0,139.0
QCOM,90.15904572564612,6560560.0,10179640.0,64.0,51.0
WDC,90.15904572564612,3876560.0,7767075.0,124.0,68.0
MSI,89.66202783300199,577440.0,735870.0,422.0,436.0
TDG,89.16500994035785,214980.0,246255.0,488.0,493.0
TFC,89.16500994035785,8925500.0,7480040.0,49.0,73.0
RL,89.16500994035785,813340.0,869590.0,365.0,410.0
EFX,89.16500994035785,565040.0,850720.0,425.0,416.0
BK,88.56858846918489,2737540.0,3797825.0,160.0,154.0
NVR,88.56858846918489,21820.0,19505.0,503.0,503.0
C,88.07157057654076,10619920.0,14513020.0,38.0,31.0
DVA,88.07157057654076,563360.0,752295.0,426.0,434.0
SYF,88.07157057654076,2441980.0,3526410.0,169.0,167.0
TYL,87.57455268389663,178700.0,221270.0,496.0,496.0
DFS,87.57455268389663,1256280.0,1073555.0,287.0,375.0
IFF,86.77932405566601,928680.0,1456520.0,347.0,321.0
PANW,86.77932405566601,6500860.0,3896385.0,65.0,150.0
PNC,86.77932405566601,1332340.0,1739015.0,277.0,287.0
SPG,86.77932405566601,993600.0,1320885.0,331.0,346.0
WAB,86.77932405566601,1027140.0,1301035.0,321.0,347.0
JPM,86.77932405566601,5876680.0,8254700.0,74.0,60.0
PH,85.98409542743539,588220.0,704345.0,416.0,446.0
WELL,85.98409542743539,2053640.0,2695065.0,205.0,205.0
TMUS,85.48707753479125,2887900.0,4225370.0,154.0,137.0
AFL,85.48707753479125,2153420.0,2493650.0,194.0,220.0
NOW,85.48707753479125,688880.0,1092490.0,399.0,372.0
ACGL,84.79125248508946,1047360.0,1401150.0,318.0,331.0
GM,84.79125248508946,10045580.0,13106625.0,41.0,39.0
