Ticker,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
VST,100.0,5458780.0,6541560.0,107.0,94.0
PLTR,99.80119284294234,54577940.0,85421210.0,5.0,4.0
TPL,99.60238568588468,1236820.0,399915.0,364.0,485.0
NVDA,99.40357852882704,227973980.0,224903765.0,1.0,1.0
AXON,99.20477137176938,744200.0,980760.0,436.0,408.0
UAL,99.00596421471172,4922580.0,5825485.0,115.0,107.0
GEV,98.80715705765407,2827360.0,2864650.0,189.0,206.0
TRGP,98.60834990059642,1852120.0,1723785.0,277.0,314.0
RCL,98.40954274353876,1533420.0,1726545.0,320.0,313.0
HWM,98.2107355864811,2613360.0,2539730.0,203.0,229.0
FICO,98.01192842942345,150240.0,156365.0,502.0,501.0
KKR,97.8131212723658,3434020.0,3312510.0,165.0,188.0
NRG,97.61431411530815,2906640.0,2877975.0,188.0,205.0
SYF,97.4155069582505,3320840.0,4206260.0,170.0,144.0
CEG,97.21669980119285,2659340.0,3748690.0,200.0,165.0
DFS,97.01789264413519,1262800.0,2149175.0,356.0,259.0
GDDY,96.81908548707754,1677600.0,1394410.0,300.0,354.0
TPR,96.62027833001989,6863000.0,4892470.0,84.0,132.0
IRM,96.42147117296223,1138560.0,1523490.0,376.0,339.0
GE,96.22266401590457,4369140.0,4199830.0,130.0,145.0
TT,96.02385685884693,1245340.0,1231930.0,362.0,378.0
NFLX,95.82504970178927,3394380.0,3208220.0,166.0,194.0
PWR,95.62624254473161,768300.0,949755.0,432.0,411.0
ANET,95.42743538767395,1884800.0,2530390.0,271.0,230.0
AXP,95.2286282306163,2484280.0,2572645.0,213.0,225.0
URI,95.02982107355865,449140.0,585900.0,478.0,467.0
NCLH,94.83101391650099,7230720.0,10328800.0,78.0,56.0
DECK,94.63220675944333,2097720.0,1807995.0,248.0,301.0
GS,94.43339960238568,2023140.0,2458565.0,257.0,234.0
RL,94.23459244532803,754760.0,784405.0,435.0,436.0
WMT,94.03578528827038,18225260.0,17021330.0,23.0,25.0
FTNT,93.83697813121272,4710620.0,6025000.0,118.0,102.0
CFG,93.63817097415506,2780660.0,3982915.0,192.0,154.0
CBRE,93.43936381709742,2435940.0,1941175.0,225.0,284.0
GM,93.24055666003976,17041560.0,13470550.0,26.0,36.0
GRMN,93.04174950298211,931140.0,960915.0,406.0,410.0
ISRG,92.84294234592446,1252360.0,1339350.0,361.0,365.0
COF,92.6441351888668,2394300.0,3541540.0,227.0,175.0
DAL,92.44532803180915,5739020.0,7901520.0,102.0,74.0
WAB,92.2465208747515,738800.0,801425.0,438.0,432.0
WFC,92.04771371769384,18470400.0,19148955.0,21.0,20.0
META,91.84890656063618,9490220.0,11890560.0,50.0,43.0
GLW,91.65009940357854,4123880.0,4264890.0,138.0,142.0
AVGO,91.45129224652088,18247720.0,18133765.0,22.0,23.0
MTB,91.25248508946322,867140.0,1010535.0,412.0,405.0
BK,91.05367793240556,3266200.0,3547420.0,175.0,174.0
ZBRA,90.85487077534792,291080.0,368385.0,493.0,488.0
BX,90.65606361829026,3644660.0,3253535.0,155.0,192.0
PNR,90.4572564612326,1307460.0,1292600.0,351.0,371.0
FI,90.25844930417495,2572680.0,2517065.0,207.0,231.0
CCL,90.05964214711729,19078680.0,21289270.0,17.0,16.0
DELL,89.86083499005964,16063440.0,9168855.0,30.0,63.0
FITB,89.66202783300199,4012100.0,4121875.0,141.0,148.0
OKE,89.46322067594433,4597960.0,3626550.0,120.0,170.0
MS,89.26441351888667,6547940.0,7074595.0,88.0,86.0
CMI,89.06560636182903,492160.0,621600.0,469.0,461.0
DVA,88.86679920477137,773460.0,844010.0,427.0,426.0
BKNG,88.66799204771371,231520.0,258010.0,497.0,496.0
ETN,88.46918489065607,2034320.0,2073750.0,256.0,268.0
RF,88.27037773359841,6921840.0,7734205.0,83.0,76.0
LYV,88.07157057654076,2066400.0,2995030.0,253.0,200.0
COST,87.8727634194831,1870600.0,1952935.0,273.0,283.0
TMUS,87.67395626242545,3291520.0,3274455.0,172.0,189.0
PGR,87.47514910536779,2826260.0,2402085.0,190.0,240.0
AMP,87.27634194831015,499180.0,479255.0,468.0,478.0
CTAS,87.07753479125249,1555700.0,1372255.0,313.0,359.0
IP,86.87872763419483,3781800.0,5057425.0,150.0,122.0
PH,86.67992047713717,545260.0,666925.0,460.0,452.0
BSX,86.48111332007953,5463720.0,5703480.0,106.0,110.0
KMI,86.28230616302187,12852280.0,14562075.0,38.0,33.0
RJF,86.08349900596421,1282620.0,1169695.0,353.0,389.0
GNRC,85.88469184890656,541380.0,838675.0,461.0,428.0
CAT,85.6858846918489,2284320.0,2204900.0,236.0,253.0
PNC,85.48707753479125,1713300.0,2083620.0,296.0,267.0
MMM,85.2882703777336,3081060.0,3066950.0,181.0,196.0
JPM,85.08946322067594,7094380.0,9442625.0,81.0,60.0
HBAN,84.89065606361828,11234300.0,15317205.0,41.0,30.0
FOX,84.69184890656064,1366700.0,1351870.0,343.0,363.0
APH,84.49304174950298,5739080.0,6340515.0,101.0,97.0
CPAY,84.29423459244532,361940.0,510325.0,488.0,475.0
WMB,84.09542743538768,7488720.0,6737560.0,70.0,92.0
HIG,83.89662027833002,1468100.0,1410150.0,328.0,353.0
FOXA,83.69781312127238,3136700.0,4318545.0,180.0,141.0
ORCL,83.49900596421472,8288380.0,7525045.0,62.0,80.0
JCI,83.30019880715706,3845200.0,3954590.0,148.0,157.0
TRMB,83.1013916500994,1120400.0,1362595.0,383.0,360.0
CINF,82.90258449304176,510980.0,495870.0,466.0,477.0
MHK,82.7037773359841,487280.0,685515.0,472.0,449.0
K,82.50497017892644,1801420.0,2093060.0,287.0,263.0
RMD,82.30616302186878,788280.0,859520.0,425.0,423.0
BAC,82.10735586481114,31511340.0,38816755.0,11.0,10.0
WELL,81.90854870775348,3894000.0,2700155.0,146.0,215.0
MSI,81.70974155069582,993580.0,782920.0,398.0,437.0
KEY,81.51093439363817,7297620.0,8832680.0,75.0,65.0
HUBB,81.31212723658051,372908.6,447383.25,486.0,484.0
EBAY,81.11332007952286,3990760.0,4404345.0,143.0,139.0
LDOS,80.9145129224652,1299040.0,1767330.0,352.0,308.0
GWW,80.71570576540755,228340.0,226180.0,498.0,498.0
ETR,80.51689860834989,1810160.0,1941055.0,285.0,285.0
BRO,80.31809145129225,1159240.0,1138680.0,373.0,395.0
C,80.11928429423459,13235500.0,14951635.0,37.0,31.0
NOW,79.92047713717693,1134300.0,1221910.0,380.0,382.0
TYL,79.72166998011929,422140.0,300020.0,482.0,493.0
CTLT,79.52286282306163,2349320.0,1908745.0,230.0,294.0
WDC,79.32405566600397,7553760.0,5021930.0,69.0,124.0
PKG,79.12524850894633,538760.0,616905.0,462.0,463.0
PHM,78.92644135188867,1672440.0,1659360.0,302.0,320.0
ERIE,78.72763419483101,213580.0,160660.0,499.0,500.0
ALL,78.52882703777337,2197900.0,1633635.0,241.0,327.0
HLT,78.33001988071571,1356140.0,1380545.0,346.0,357.0
NVR,78.13121272365805,25860.0,21205.0,503.0,503.0
UHS,77.9324055666004,769720.0,786865.0,430.0,435.0
RTX,77.73359840954275,4283200.0,5188950.0,134.0,121.0
EMR,77.53479125248509,2921700.0,3374105.0,187.0,182.0
TRV,77.33598409542743,1434920.0,1241795.0,336.0,377.0
PYPL,77.13717693836978,7068460.0,9177895.0,82.0,62.0
IR,76.93836978131213,1734500.0,2182385.0,294.0,256.0
SPG,76.73956262425448,1990860.0,1427235.0,259.0,350.0
PEG,76.54075546719682,2692260.0,2610075.0,196.0,222.0
NDAQ,76.34194831013916,2455680.0,2485670.0,221.0,232.0
TFC,76.1431411530815,7381180.0,8925360.0,72.0,64.0
CARR,75.94433399602386,4805680.0,4947245.0,116.0,129.0
NI,75.7455268389662,2690960.0,3892905.0,197.0,159.0
CRWD,75.54671968190854,5729960.0,3839190.0,103.0,162.0
FFIV,75.3479125248509,545980.0,507815.0,459.0,476.0
FIS,75.14910536779324,3291320.0,3974425.0,173.0,155.0
ESS,74.95029821073558,278160.0,327580.0,495.0,492.0
DOV,74.75149105367794,658760.0,671540.0,444.0,450.0
