Ticker,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
EMP,100.0,1788614.6,1550883.65,806.0,1100.0
WGS,99.98426435877262,763040.0,569285.0,1611.0,2188.0
SEZL,99.96852871754524,71660.0,79835.0,4046.0,4176.0
FTEL,99.95279307631786,86020.0,166180.0,3899.5,3493.0
SMMT,99.93705743509048,2363580.0,6049365.0,620.0,288.0
LENZ,99.9213217938631,100840.0,178705.0,3743.0,3408.0
DAVE,99.90558615263572,309540.0,252750.0,2574.0,3082.0
BBLGW,99.88985051140834,0.0,0.0,6317.0,6339.0
ATER,99.87411487018096,23100.0,43555.0,4965.5,4680.0
LBPH,99.85837922895358,800600.0,887655.0,1560.0,1667.0
RNA,99.8426435877262,801580.0,1774380.0,1559.0,971.0
ASTS,99.82690794649882,7901340.0,11535145.0,187.0,130.0
CADL,99.81117230527144,196800.0,277775.0,3071.5,2997.0
LASE,99.79543666404406,23720120.0,7820475.0,48.0,222.0
MSTR,99.77970102281668,20004780.0,15160810.0,63.0,90.0
CAPR,99.7639653815893,4085640.0,7646305.0,363.0,233.0
NISN,99.74822974036192,355400.0,156380.0,2426.0,3556.0
VKTX,99.73249409913454,2742260.0,2849625.0,545.0,610.0
NAMSW,99.71675845790716,5000.0,3030.0,5834.5,6073.0
KINS,99.70102281667978,117080.0,162165.0,3581.0,3509.0
NEON,99.6852871754524,233240.0,795245.0,2896.0,1798.0
MBRX,99.66955153422502,23340.0,47495.0,4958.0,4613.0
TIL,99.65381589299764,251000.0,334225.0,2820.0,2787.0
JANX,99.63808025177026,551180.0,622485.0,1936.0,2080.0
CDNA,99.62234461054288,1023800.0,832715.0,1316.0,1729.0
ADMA,99.6066089693155,8210000.0,7909410.0,176.0,219.0
BYRN,99.59087332808811,1173240.0,754365.0,1174.0,1849.0
CVNA,99.57513768686074,2658080.0,3273080.0,558.0,538.0
RZLT,99.55940204563336,183120.0,377245.0,3141.0,2658.0
RAIL,99.54366640440598,448940.0,471300.0,2190.0,2402.0
SLNHP,99.5279307631786,2520.0,3055.0,6018.0,6070.0
GTHX,99.51219512195122,1871998.8,1504395.9,771.0,1134.0
INSG,99.49645948072384,183420.0,185435.0,3140.0,3368.0
AKA,99.48072383949645,9800.0,10150.0,5564.0,5690.0
LUMN,99.4571203776554,9288480.0,16140550.0,147.0,82.0
EWTX,99.4571203776554,1201480.0,1969195.0,1156.0,886.0
TREE,99.43351691581432,118080.0,132360.0,3573.0,3713.0
DOGZ,99.40991345397325,317860.0,256565.0,2542.0,3070.0
AEYE,99.40991345397325,100780.0,130720.0,3744.0,3726.0
CRVS,99.37057435090479,520260.0,493380.0,1998.0,2350.0
PSNL,99.37057435090479,482980.0,715090.0,2097.0,1917.0
ESGL,99.37057435090479,6560.0,13490.0,5749.0,5530.5
JVA,99.33123524783635,52000.0,182735.0,4323.5,3384.0
AVAH,99.33123524783635,281840.0,388875.0,2678.0,2626.0
PI,99.30763178599527,341580.0,679985.0,2461.0,1972.0
WLFC,99.2918961447679,32940.0,30865.0,4685.5,4960.0
TWG,99.27616050354052,31408380.0,8101905.0,33.0,211.0
AGBA,99.26042486231313,4181100.0,2311584.8,352.0,750.0
ROOT,99.23682140047207,375640.0,224090.0,2368.0,3208.0
CAVA,99.23682140047207,1999020.0,2406750.0,729.0,728.0
BMA,99.213217938631,208260.0,272325.0,3011.0,3018.0
FTAI,99.19748229740361,1359780.0,1299355.0,1027.5,1263.0
GGAL,99.17387883556255,1047300.0,894250.0,1288.0,1655.0
DYN,99.17387883556255,716160.0,1170450.0,1666.0,1374.0
NTRBW,99.14240755310779,8460.0,2665.0,5631.0,6095.0
MESO,99.14240755310779,225080.0,204950.0,2931.0,3287.5
EVGOW,99.10306845003934,372800.0,282370.0,2379.0,2978.0
PLSE,99.10306845003934,100660.0,158945.0,3746.5,3527.0
CHSN,99.10306845003934,1385860.0,1296345.0,998.0,1272.0
ANNX,99.07159716758459,1600460.0,1726080.0,885.0,991.0
SUPV,99.0558615263572,1015460.0,1088325.0,1328.0,1451.0
VERA,99.03225806451613,517340.0,710720.0,2005.5,1925.0
WULF,99.03225806451613,19923920.0,20473710.0,64.0,59.0
SRRK,99.00865460267507,12926600.0,4039695.0,95.0,438.0
CORZ,98.99291896144767,10019120.0,10123800.0,139.0,153.0
VST,98.97718332022029,10237440.0,10624505.0,134.0,150.0
ADCT,98.96144767899293,517780.0,399310.0,2004.0,2602.0
CLOV,98.93784421715185,7385800.0,8548140.0,201.0,195.0
BVS,98.93784421715185,476280.0,515150.0,2114.0,2300.0
PRM,98.91424075531077,594220.0,736945.0,1852.0,1871.0
TLSIW,98.8985051140834,2460.0,950.0,6021.5,6224.5
HYLN,98.88276947285601,562020.0,1046505.0,1916.0,1494.0
APLT,98.86703383162863,1496060.0,5340710.0,941.0,326.0
APP,98.84343036978757,3678060.0,4762310.0,408.0,369.0
SPRY,98.84343036978757,574420.0,936710.0,1884.0,1621.0
ZETA,98.81982690794649,4202180.0,3430210.0,350.0,514.0
CPOP,98.80409126671911,67220.0,66365.0,4096.0,4328.0
AQST,98.78048780487805,878580.0,1298850.0,1460.0,1267.0
VITL,98.78048780487805,1280940.0,1070135.0,1088.0,1462.0
NRIX,98.75688434303697,1250880.0,821120.0,1112.0,1751.0
AMSC,98.7411487018096,1230140.0,1236440.0,1130.0,1321.0
OCUL,98.70967741935483,1643300.0,1506220.0,868.0,1130.0
OSCR,98.70967741935483,2902880.0,2940080.0,520.0,592.0
USAP,98.70967741935483,93420.0,100120.0,3819.0,3973.0
SERA,98.67820613690009,54240.0,135570.0,4286.0,3695.0
NNE,98.64673485444531,2720400.0,3985815.0,549.0,440.0
AXGN,98.64673485444531,412900.0,438530.0,2274.0,2485.0
TPC,98.64673485444531,284680.0,412500.0,2671.0,2568.0
REAX,98.61526357199057,613960.0,565890.0,1818.5,2194.0
BNTC,98.59166011014949,31300.0,37390.0,4709.0,4805.5
HROW,98.59166011014949,509160.0,449850.0,2033.0,2452.0
BYSI,98.56805664830843,17820.0,27045.0,5167.5,5066.0
SG,98.55232100708103,3506900.0,2773115.0,434.0,629.0
VSSYW,98.53658536585365,1600.0,1785.0,6093.0,6155.0
GATO,98.52084972462627,900180.0,1164880.0,1442.0,1380.0
KYMR,98.50511408339891,352680.0,483510.0,2431.0,2377.0
MREO,98.48151062155783,522580.0,805575.0,1987.0,1776.0
RCAT,98.48151062155783,1745760.0,2016855.0,826.0,856.0
NTRB,98.45003933910307,40420.0,51880.0,4521.0,4544.0
IESC,98.45003933910307,149240.0,129260.0,3344.0,3733.0
NOVV,98.426435877262,0.0,0.0,6317.0,6339.0
IPW,98.41070023603461,396320.0,651975.0,2321.0,2024.0
LEXX,98.39496459480725,63600.0,93865.0,4142.0,4039.5
NGNE,98.37136113296617,136160.0,144420.0,3433.0,3635.0
SWVL,98.37136113296617,45920.0,102635.0,4425.0,3947.0
PDYN,98.34775767112511,6586920.0,1731515.0,225.0,990.0
CURI,98.33202202989771,345000.0,231430.0,2449.0,3186.0
CRBP,98.31628638867033,460980.0,1412070.0,2156.0,1187.0
IGMS,98.30055074744295,177040.0,504185.0,3169.0,2328.0
TGTX,98.28481510621558,2675600.0,4349595.0,552.0,411.0
HNST,98.25334382376082,2732700.0,1632905.0,548.0,1047.0
FIP,98.25334382376082,633260.0,981095.0,1789.0,1568.0
PNTG,98.25334382376082,257880.0,396090.0,2790.5,2607.0
COHR,98.22187254130606,2444860.0,2876415.0,598.0,608.0
TMDX,98.19826907946498,805060.0,1345240.0,1552.0,1231.0
ABSI,98.19826907946498,694120.0,802235.0,1697.0,1789.0
INSM,98.17466561762392,1076720.0,1683430.0,1256.0,1019.0
CRMD,98.15892997639654,1332620.0,1016720.0,1052.0,1535.0
HIMS,98.13532651455546,20728100.0,10877465.0,58.0,145.0
POWL,98.13532651455546,444180.0,447520.0,2200.0,2459.0
APEI,98.09598741148702,105640.0,124230.0,3687.0,3767.0
EBS,98.09598741148702,1292540.0,2234460.0,1085.0,777.0
ARQ,98.09598741148702,216020.0,382700.0,2969.0,2646.0
PRAX,98.06451612903226,229520.0,272945.0,2912.0,3014.0
NTRA,98.0330448465775,1042220.0,1123290.0,1292.0,1414.0
PTGX,98.0330448465775,555220.0,728685.0,1928.0,1889.0
BBAR,98.0330448465775,515440.0,659340.0,2012.0,2007.0
GCT,97.98583792289536,1541500.0,2010410.0,917.0,862.0
IPX,97.98583792289536,43760.0,43225.0,4460.0,4691.0
NVDA,97.98583792289536,258041520.0,272398200.0,1.0,1.0
CCCC,97.9543666404406,639740.0,892795.0,1781.0,1659.0
STOK,97.93076317859952,643140.0,802500.0,1777.0,1785.0
ASPI,97.93076317859952,603300.0,952410.0,1833.0,1606.0
RYAM,97.89929189614477,323400.0,507790.0,2519.0,2317.0
ELUT,97.89929189614477,12920.0,31355.0,5388.5,4945.0
SWIM,97.86782061369,432640.0,510150.0,2235.5,2310.0
AUR,97.86782061369,8471760.0,9685245.0,169.0,165.0
BLND,97.82061369000786,1021260.0,2223460.0,1320.0,780.0
YRD,97.82061369000786,320840.0,369650.0,2528.0,2680.0
APGE,97.82061369000786,462080.0,476535.0,2153.0,2391.0
CDRO,97.82061369000786,139320.0,89560.0,3406.0,4086.0
RSI,97.78127458693942,1744940.0,1557165.0,827.0,1097.0
ARM,97.75767112509834,4333100.0,5294490.0,338.0,330.0
RDW,97.75767112509834,393060.0,297200.0,2331.0,2915.0
AIRG,97.73406766325728,53060.0,48645.0,4300.0,4595.0
CDE,97.69472856018882,9753320.0,9391330.0,142.0,170.0
LMB,97.69472856018882,117360.0,143720.0,3578.5,3640.0
TKNO,97.69472856018882,53440.0,122305.0,4297.5,3774.0
ZJYL,97.69472856018882,308200.0,311460.0,2581.5,2861.0
SGRP,97.64752163650668,138180.0,126700.0,3416.0,3755.0
CREX,97.64752163650668,49460.0,37800.0,4363.0,4796.0
EAT,97.62391817466562,1031000.0,1125685.0,1301.0,1412.0
VHI,97.58457907159716,11080.0,20995.0,5493.5,5266.0
HOOD,97.58457907159716,20256660.0,13539640.0,61.0,104.0
CXDO,97.58457907159716,143760.0,85515.0,3377.0,4119.0
THC,97.58457907159716,1179500.0,1129035.0,1167.0,1408.0
IBRX,97.53737214791502,2395560.0,2494250.0,615.0,699.0
VRT,97.53737214791502,5609800.0,6684740.0,265.0,265.0
SFM,97.50590086546028,915900.0,1150235.0,1422.0,1394.0
NMM,97.50590086546028,101500.0,217215.0,3736.0,3238.0
ENTX,97.4822974036192,26780.0,33540.0,4836.0,4899.0
OPT,97.46656176239182,41320.0,40615.0,4500.5,4738.0
CDXC,97.42722265932336,278760.0,280905.0,2694.0,2988.0
SLDB,97.42722265932336,468380.0,278990.0,2133.0,2994.0
MOD,97.42722265932336,476120.0,585035.0,2116.0,2160.0
CNTA,97.42722265932336,341700.0,578130.0,2460.0,2172.0
NKTR,97.37214791502754,943660.0,1059275.0,1393.0,1473.0
CMCM,97.37214791502754,86340.0,64345.0,3891.5,4368.0
YMAB,97.37214791502754,166540.0,257140.0,3238.0,3066.0
CHCI,97.3328088119591,80480.0,48165.0,3949.0,4602.0
TISI,97.3328088119591,57140.0,26990.0,4244.0,5071.0
ASPN,97.29346970889064,2931580.0,2131735.0,516.0,816.0
SOUN,97.29346970889064,13583540.0,12774600.0,90.0,116.0
SNDA,97.29346970889064,73400.0,86215.0,4028.5,4115.0
SRTS,97.26199842643588,90860.0,96505.0,3848.0,4013.0
ALRN,97.23052714398112,25260.0,103070.0,4886.5,3943.0
KOSS,97.23052714398112,127340.0,192115.0,3502.0,3340.0
CLSK,97.23052714398112,18574200.0,20064775.0,67.0,60.0
CENX,97.19905586152636,1117640.0,979830.0,1222.0,1569.0
MRUS,97.1675845790716,726580.0,595870.0,1652.0,2138.0
PPTA,97.1675845790716,274320.0,527665.0,2714.0,2271.0
JXN,97.1675845790716,573880.0,670925.0,1885.0,1990.0
HBB,97.12037765538946,33580.0,66060.0,4665.0,4331.0
MYTE,97.12037765538946,3423700.0,884935.0,444.0,1673.0
BWAY,97.12037765538946,76080.0,97565.0,3989.5,4001.0
EVER,97.0889063729347,520520.0,405955.0,1997.0,2588.0
IOVA,97.06530291109362,3887180.0,4298315.0,378.0,414.0
KRRO,97.06530291109362,66240.0,68305.0,4112.0,4304.0
NLOP,97.04169944925256,101680.0,147535.0,3731.0,3609.0
ALAR,96.99449252557042,157740.0,160275.0,3293.0,3519.0
QTWO,96.99449252557042,389560.0,524395.0,2340.0,2279.0
FENG,96.99449252557042,7520.0,15620.0,5683.0,5440.0
QTTB,96.99449252557042,77420.0,98385.0,3978.0,3991.5
ACIW,96.99449252557042,823500.0,791585.0,1528.0,1801.0
CLBT,96.9315499606609,1528660.0,1073060.0,919.0,1460.0
LWAY,96.9315499606609,73580.0,181375.0,4024.0,3392.0
FIX,96.9315499606609,245680.0,269585.0,2840.5,3027.0
AGX,96.90007867820614,252500.0,238125.0,2810.5,3150.0
SN,96.85287175452399,804880.0,975550.0,1553.0,1573.0
PLTR,96.85287175452399,64329120.0,79216285.0,9.0,6.0
ANF,96.85287175452399,1459500.0,1618400.0,962.0,1054.0
COMP,96.85287175452399,3108160.0,4829490.0,483.0,362.0
ESPR,96.85287175452399,3127600.0,3471165.0,482.0,511.0
PRCT,96.78992918961448,812760.0,662805.0,1537.0,2003.0
DBD,96.78992918961448,113960.0,141375.0,3602.5,3658.0
CLPT,96.78992918961448,146340.0,148960.0,3364.0,3596.0
SNCR,96.71125098347758,107360.0,132140.0,3669.0,3715.0
SKGRW,96.71125098347758,154080.0,47165.0,3309.5,4621.0
NKTX,96.71125098347758,671080.0,576295.0,1740.0,2177.0
LE,96.71125098347758,106420.0,113305.0,3678.0,3846.0
IREN,96.71125098347758,12736160.0,13530125.0,98.0,105.0
RGS,96.71125098347758,51760.0,58885.0,4329.0,4441.0
ACLX,96.71125098347758,430500.0,517745.0,2242.0,2291.0
FRPT,96.6168371361133,348260.0,445110.0,2441.0,2472.0
AIHS,96.6168371361133,98100.0,112055.0,3776.0,3863.0
SPOT,96.6168371361133,1355060.0,1579775.0,1034.0,1081.0
XTLB,96.6168371361133,7860.0,6050.0,5666.5,5922.0
NAMS,96.6168371361133,189340.0,251155.0,3111.0,3088.0
MMYT,96.53815892997639,673960.0,864270.0,1733.0,1695.0
PCVX,96.53815892997639,638760.0,767945.0,1782.0,1834.0
CRDO,96.53815892997639,2390300.0,2170130.0,617.0,803.0
USLM,96.53815892997639,59440.0,62500.0,4205.0,4390.0
CLS,96.53815892997639,2415200.0,1677160.0,609.0,1023.0
EVGO,96.46734854445319,12950480.0,14357160.0,94.0,96.0
TZOO,96.46734854445319,76500.0,119525.0,3987.0,3797.0
HIPO,96.46734854445319,94260.0,110865.0,3813.0,3873.0
JG,96.46734854445319,30240.0,25460.0,4743.0,5109.0
ERJ,96.41227380015735,1241140.0,1401785.0,1122.0,1194.0
CLMB,96.41227380015735,37820.0,39715.0,4578.0,4754.0
CVLT,96.41227380015735,284900.0,295450.0,2667.0,2920.0
BMR,96.34146341463415,83500.0,118520.0,3923.0,3809.0
AFRM,96.34146341463415,11790760.0,9453295.0,109.0,168.0
DCTH,96.34146341463415,198480.0,237480.0,3063.0,3155.0
GERN,96.34146341463415,6354460.0,8184460.0,236.0,206.0
HMST,96.34146341463415,32840.0,88425.0,4687.0,4097.0
ESOA,96.34146341463415,134100.0,120895.0,3454.0,3787.0
NMRK,96.27852084972463,2016740.0,1696895.0,723.0,1011.0
HA,96.27852084972463,2965999.4,2566301.2,507.0,679.0
CEG,96.2234461054288,3703960.0,4454540.0,404.0,392.0
OCGN,96.2234461054288,2090180.0,3640950.0,697.0,488.0
CMPO,96.2234461054288,901060.0,1195445.0,1441.0,1349.0
SPIR,96.2234461054288,159920.0,234180.0,3276.0,3174.0
TWST,96.2234461054288,570520.0,627150.0,1897.0,2070.0
CRS,96.12903225806451,441440.0,561570.0,2211.0,2199.0
CSTL,96.12903225806451,369080.0,336385.0,2391.0,2781.0
RDNT,96.12903225806451,481800.0,617235.0,2102.0,2096.0
RCKY,96.12903225806451,21100.0,40100.0,5040.0,4750.0
SYRE,96.12903225806451,250080.0,583900.0,2822.0,2163.5
AAOI,96.12903225806451,2404980.0,2342410.0,611.0,742.0
