Ticker,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
VST,100.0,9853500.0,6983580.0,62.0,76.0
NVDA,99.80119284294234,194534160.0,223614710.0,1.0,1.0
PLTR,99.60238568588468,120752780.0,58890510.0,3.0,5.0
AXON,99.40357852882704,1330880.0,669745.0,372.0,451.0
FICO,99.20477137176938,223540.0,167005.0,498.0,500.0
KKR,99.00596421471172,3832660.0,3064805.0,184.0,191.0
GEV,98.80715705765407,2816840.0,2578000.0,228.0,214.0
RCL,98.60834990059642,1979820.0,1942960.0,302.0,281.0
HWM,98.40954274353876,2940400.0,2394650.0,221.0,231.0
TRGP,98.2107355864811,2103100.0,1659745.0,287.0,303.0
UAL,98.01192842942345,6512000.0,9158570.0,104.0,58.0
SYF,97.8131212723658,5723780.0,4100180.0,124.0,147.0
NRG,97.61431411530815,3306280.0,2658060.0,205.0,206.0
DFS,97.4155069582505,3520280.0,2054060.0,194.0,264.0
GDDY,97.21669980119285,1237040.0,1051330.0,388.0,394.0
GE,97.01789264413519,4700360.0,5066950.0,152.0,117.0
NCLH,96.81908548707754,11915260.0,11314665.0,49.0,45.0
GM,96.62027833001989,12334280.0,12630775.0,48.0,39.0
AVGO,96.42147117296223,16765160.0,18575465.0,30.0,23.0
IRM,96.22266401590457,2227640.0,1556225.0,278.0,324.0
URI,96.02385685884693,812260.0,578855.0,441.0,464.0
CEG,95.82504970178927,6234180.0,3203815.0,110.0,184.0
PWR,95.62624254473161,1296040.0,842190.0,377.0,427.0
ZBRA,95.42743538767395,410540.0,446335.0,487.0,482.0
ISRG,95.2286282306163,1275140.0,1333410.0,383.0,357.0
LDOS,95.02982107355865,1079920.0,897665.0,405.0,420.0
RL,94.83101391650099,1025920.0,651315.0,414.0,454.0
ANET,94.63220675944333,2743160.0,1893025.0,234.5,285.0
TPR,94.43339960238568,4844840.0,4145110.0,147.0,144.0
CCL,94.23459244532803,25207220.0,24306340.0,14.0,16.0
AXP,94.03578528827038,2974840.0,2926165.0,218.0,197.0
DELL,93.83697813121272,7816720.0,6731200.0,81.0,78.0
TT,93.63817097415506,1448980.0,1267270.0,355.0,370.0
META,93.43936381709742,12840480.0,12606030.0,42.0,40.0
CBRE,93.24055666003976,1753440.0,1946320.0,328.0,279.0
GRMN,93.04174950298211,1050360.0,1062505.0,410.0,392.0
FTNT,92.84294234592446,6751540.0,4302355.0,101.0,139.0
WAB,92.6441351888668,958380.0,954200.0,423.0,414.0
GNRC,92.44532803180915,1320800.0,881515.0,373.0,421.0
NFLX,92.2465208747515,2599580.0,3933905.0,242.0,152.0
GS,92.04771371769384,3839460.0,2442050.0,182.0,225.0
FITB,91.84890656063618,5519300.0,5117845.0,129.0,116.0
BX,91.65009940357854,3495900.0,3559830.0,195.0,172.0
DAL,91.45129224652088,8416000.0,8805935.0,77.0,60.0
GLW,91.25248508946322,4308500.0,4942815.0,160.0,123.0
CFG,91.05367793240556,6129040.0,5272360.0,114.0,113.0
MHK,90.85487077534792,1123580.0,1015185.0,400.0,402.0
DVA,90.65606361829026,795080.0,876830.0,444.0,422.0
COF,90.4572564612326,5179000.0,3541980.0,137.0,173.0
MTB,90.25844930417495,1496660.0,1350415.0,353.0,353.0
FI,90.05964214711729,2480180.0,2812705.0,257.0,201.0
CTLT,89.86083499005964,2531840.0,1974750.0,252.0,274.0
