Ticker,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
VST,100.0,6284570.4,6435557.6,92.0,99.0
PLTR,99.800796812749,77538938.6,81972094.65,4.0,4.0
NVDA,99.60159362549801,278896966.2,218640451.55,1.0,1.0
AXON,99.40239043824701,778067.4,941731.85,417.0,417.0
GEV,99.20318725099602,2326012.6,2718093.15,223.0,213.0
UAL,99.00398406374502,5738645.0,6364911.25,102.0,102.0
TRGP,98.80478087649402,1594821.4,1600195.35,308.0,334.0
KKR,98.60557768924303,3311396.4,3091399.1,170.0,198.0
RCL,98.40637450199203,1558691.0,2068897.75,314.0,275.0
HWM,98.20717131474103,3128423.4,2700215.85,181.0,217.0
SYF,98.00796812749005,3290045.0,4294861.25,171.0,143.0
FICO,97.80876494023904,103174.8,147103.7,501.0,500.0
NRG,97.60956175298804,2321642.0,2693150.5,224.0,219.0
GM,97.41035856573706,12421847.6,11942516.9,36.0,47.0
DFS,97.21115537848605,1446177.2,2244404.3,327.0,256.0
GDDY,97.01195219123507,1129509.2,1326592.3,376.0,368.0
CEG,96.81274900398407,2823381.0,3582080.25,191.0,170.0
TPR,96.61354581673307,3741306.8,4427031.7,149.0,140.0
DELL,96.41434262948208,6289957.0,7128304.25,91.0,83.0
GE,96.21513944223108,3189425.4,4203356.35,177.0,149.0
IRM,96.01593625498009,1065766.4,1551916.6,386.0,341.0
NFLX,95.81673306772909,3892489.8,3072702.45,142.0,200.0
ANET,95.61752988047809,2601183.4,2433320.85,203.0,239.0
NCLH,95.4183266932271,12234672.6,12549043.15,37.0,39.0
BX,95.2191235059761,3287592.8,3088803.2,172.0,199.0
PWR,95.0199203187251,813248.2,971842.05,410.0,414.0
AXP,94.82071713147411,2424890.8,2516257.7,216.0,228.0
TT,94.62151394422311,890712.8,1302488.2,404.0,371.0
URI,94.42231075697211,503982.4,582450.6,464.0,468.0
DECK,94.22310756972112,1972163.2,1883350.8,255.0,297.0
IP,94.02390438247012,4754234.4,5929398.6,120.0,107.0
CFG,93.82470119521913,3449701.4,4210850.35,163.0,148.0
GS,93.62549800796812,1923830.0,2363062.5,263.0,244.0
CRWD,93.42629482071713,3201741.4,3200580.35,176.0,191.0
WFC,93.22709163346613,15695973.6,17955983.4,28.0,24.0
MTB,93.02788844621513,731687.4,1030741.85,425.0,404.0
FI,92.82868525896414,2579010.0,2462192.5,205.0,236.0
DAL,92.62948207171314,8781830.8,8760912.7,59.0,63.0
FITB,92.43027888446214,3600886.4,4158981.6,157.0,151.0
ZBRA,92.23107569721115,367184.0,490756.0,486.0,479.0
OKE,92.03187250996015,3160009.6,3278692.4,179.0,184.0
WMT,91.83266932270917,24499629.4,15787372.35,16.0,27.0
COF,91.63346613545816,2541695.2,3691483.8,208.0,166.0
FTNT,91.43426294820716,5574459.8,5724074.95,106.0,114.0
GRMN,91.23505976095618,778783.8,1138210.95,416.0,395.0
ISRG,91.03585657370517,1233601.0,1319500.25,355.0,369.0
RL,90.83665338645417,756905.8,729266.45,420.0,445.0
CBRE,90.63745019920319,1932492.8,1926628.2,258.0,292.0
